order_id,customer_id,product_name,category,price,quantity,revenue,order_date,order_month
3578,397,Ninja Air Fryer,Home & Garden,113.69,4,454.76,2024-04-05,2024-04
3579,189,iRobot Roomba,Home & Garden,272.42,2,544.84,2024-07-17,2024-07
3580,483,Peloton Bike Mat,Sports,58.94,4,235.76,2024-04-05,2024-04
3581,391,MacBook Air,Electronics,1247.21,1,1247.21,2024-06-04,2024-06
3582,64,Nintendo Switch,Electronics,287.15,2,574.3,2024-04-05,2024-04
3583,106,Samsung Galaxy S24,Electronics,975.41,1,975.41,2024-04-05,2024-04
3584,39,Dyson V15 Vacuum,Home & Garden,588.21,2,1176.42,2024-07-17,2024-07
3585,449,North Face Backpack,Apparel,90.09,3,270.27,2024-04-05,2024-04
3586,263,Yoga Mat Premium,Sports,77.11,3,231.33,2024-07-02,2024-07
3587,426,North Face Backpack,Apparel,96.08,2,192.16,2024-04-05,2024-04
3588,97,Philips Hue Starter Kit,Home & Garden,186.94,3,560.82,2024-04-05,2024-04
3589,52,Instant Pot Duo,Home & Garden,106.72,4,426.88,2024-04-05,2024-04
3590,489,KitchenAid Stand Mixer,Home & Garden,432.43,1,432.43,2024-08-14,2024-08
3591,201,Sony WH-1000XM5,Electronics,420.87,3,1262.61,2024-05-16,2024-05
3592,321,Sony WH-1000XM5,Electronics,423.09,1,423.09,2024-04-06,2024-04
3593,394,iPhone 15 Pro,Electronics,928.25,1,928.25,2024-11-05,2024-11
3594,376,Sony WH-1000XM5,Electronics,374.5,2,749.0,2024-10-08,2024-10
3595,418,iPad Air,Electronics,649.41,1,649.41,2024-04-06,2024-04
3596,54,KitchenAid Stand Mixer,Home & Garden,410.48,3,1231.44,2024-04-06,2024-04
3597,438,Philips Hue Starter Kit,Home & Garden,203.43,3,610.29,2024-04-06,2024-04
3598,321,Apple Watch,Electronics,371.52,3,1114.56,2024-04-06,2024-04
3599,294,Levi's 501 Jeans,Apparel,75.5,3,226.5,2024-04-06,2024-04
3600,108,Nintendo Switch,Electronics,299.17,3,897.51,2024-04-06,2024-04
3601,42,Nike Air Max Sneakers,Apparel,128.99,1,128.99,2024-11-03,2024-11
3602,153,Patagonia Fleece Jacket,Apparel,163.55,2,327.1,2024-09-28,2024-09
3603,145,Project Hail Mary,Books,15.56,4,62.24,2024-04-06,2024-04
3604,98,Project Hail Mary,Books,16.23,2,32.46,2024-08-22,2024-08
3605,211,iPad Air,Electronics,648.36,1,648.36,2024-04-06,2024-04
3606,414,Nike Air Max Sneakers,Apparel,122.57,2,245.14,2024-04-06,2024-04
3607,314,iPad Air,Electronics,618.6,1,618.6,2024-11-19,2024-11
3608,2,Atomic Habits,Books,14.67,2,29.34,2024-04-06,2024-04
3609,127,Nintendo Switch,Electronics,285.62,2,571.24,2024-04-06,2024-04
3610,455,"Thinking, Fast and Slow",Books,20.5,3,61.5,2024-12-07,2024-12
3611,415,Sony WH-1000XM5,Electronics,413.78,3,1241.34,2024-04-06,2024-04
3612,331,MacBook Air,Electronics,1374.71,2,2749.42,2024-07-24,2024-07
3613,268,MacBook Air,Electronics,1319.29,2,2638.58,2024-12-24,2024-12
3614,56,Apple Watch,Electronics,369.75,2,739.5,2024-04-06,2024-04
3615,318,Resistance Bands Set,Sports,30.39,1,30.39,2024-04-07,2024-04
3616,455,Nintendo Switch,Electronics,275.48,2,550.96,2024-11-13,2024-11
3617,200,Patagonia Fleece Jacket,Apparel,144.42,3,433.26,2024-04-07,2024-04
3618,170,Yeti Cooler,Sports,320.1,3,960.3,2024-07-26,2024-07
3619,138,Apple Watch,Electronics,412.89,2,825.78,2024-04-07,2024-04
3620,198,Fitbit Charge 6,Sports,147.57,3,442.71,2024-12-23,2024-12
3621,491,Ninja Air Fryer,Home & Garden,129.02,2,258.04,2024-04-07,2024-04
3622,451,Peloton Bike Mat,Sports,63.48,1,63.48,2024-04-07,2024-04
3623,223,AirPods Pro,Electronics,242.69,2,485.38,2025-01-03,2025-01
3624,279,Instant Pot Duo,Home & Garden,103.04,1,103.04,2024-04-07,2024-04
3625,370,Ninja Air Fryer,Home & Garden,111.15,3,333.45,2024-12-12,2024-12
3626,431,Peloton Bike Mat,Sports,60.77,1,60.77,2024-05-18,2024-05
3627,289,The Psychology of Money,Books,17.17,1,17.17,2024-04-07,2024-04
3628,147,Nintendo Switch,Electronics,314.01,1,314.01,2024-04-07,2024-04
3629,408,Peloton Bike Mat,Sports,57.78,3,173.34,2024-07-17,2024-07
3630,293,AirPods Pro,Electronics,266.67,2,533.34,2024-09-28,2024-09
3631,163,iPhone 15 Pro,Electronics,923.22,1,923.22,2024-04-07,2024-04
3632,357,North Face Backpack,Apparel,106.72,2,213.44,2024-05-09,2024-05
3633,27,Dyson V15 Vacuum,Home & Garden,623.39,1,623.39,2024-07-02,2024-07
3634,312,Dyson V15 Vacuum,Home & Garden,708.75,1,708.75,2024-04-08,2024-04
3635,183,Instant Pot Duo,Home & Garden,102.78,1,102.78,2024-05-20,2024-05
3636,238,Ninja Air Fryer,Home & Garden,112.99,2,225.98,2024-10-17,2024-10
3637,234,Yeti Cooler,Sports,380.37,1,380.37,2024-04-08,2024-04
3638,455,"Thinking, Fast and Slow",Books,20.78,1,20.78,2024-11-17,2024-11
3639,498,"Thinking, Fast and Slow",Books,18.77,1,18.77,2024-04-08,2024-04
3640,361,iRobot Roomba,Home & Garden,322.47,1,322.47,2024-06-16,2024-06
3641,99,Nike Air Max Sneakers,Apparel,119.64,1,119.64,2024-10-06,2024-10
3642,180,Atomic Habits,Books,16.86,1,16.86,2024-10-02,2024-10
3643,147,Instant Pot Duo,Home & Garden,107.59,1,107.59,2024-04-08,2024-04
3644,364,iPad Air,Electronics,626.14,3,1878.42,2024-04-08,2024-04
3645,459,Patagonia Fleece Jacket,Apparel,173.08,2,346.16,2024-04-08,2024-04
3646,416,Philips Hue Starter Kit,Home & Garden,218.86,1,218.86,2024-04-08,2024-04
3647,5,AirPods Pro,Electronics,236.4,2,472.8,2024-04-08,2024-04
3648,83,Instant Pot Duo,Home & Garden,97.83,1,97.83,2024-04-08,2024-04
3649,407,Ray-Ban Sunglasses,Apparel,162.16,2,324.32,2024-04-08,2024-04
3650,312,Hydro Flask Water Bottle,Sports,45.34,3,136.02,2024-04-08,2024-04
3651,466,Yeti Cooler,Sports,366.54,2,733.08,2024-04-08,2024-04
3652,320,The Psychology of Money,Books,18.75,4,75.0,2024-10-03,2024-10
3653,154,"Thinking, Fast and Slow",Books,20.8,2,41.6,2024-04-08,2024-04
3654,249,AirPods Pro,Electronics,226.08,3,678.24,2024-04-08,2024-04
3655,170,Nintendo Switch,Electronics,310.25,1,310.25,2024-08-12,2024-08
3656,125,Apple Watch,Electronics,361.96,2,723.92,2024-04-09,2024-04
3657,426,iPhone 15 Pro,Electronics,1033.61,2,2067.22,2024-04-09,2024-04
3658,299,Atomic Habits,Books,17.49,2,34.98,2024-04-09,2024-04
3659,144,Fitbit Charge 6,Sports,147.47,3,442.41,2024-07-15,2024-07
3660,96,Nintendo Switch,Electronics,272.97,3,818.91,2024-06-26,2024-06
3661,406,The Lean Startup,Books,17.31,1,17.31,2024-04-09,2024-04
3662,297,Dyson V15 Vacuum,Home & Garden,693.65,1,693.65,2024-04-09,2024-04
3663,474,Hydro Flask Water Bottle,Sports,41.66,3,124.98,2024-04-09,2024-04
3664,350,Apple Watch,Electronics,411.57,3,1234.71,2024-04-09,2024-04
3665,87,KitchenAid Stand Mixer,Home & Garden,421.23,4,1684.92,2024-09-15,2024-09
3666,323,"Thinking, Fast and Slow",Books,20.51,2,41.02,2024-04-09,2024-04
3667,279,Adidas Running Shoes,Apparel,80.48,3,241.44,2024-04-09,2024-04
3668,457,iPad Air,Electronics,644.09,1,644.09,2024-05-31,2024-05
3669,455,iRobot Roomba,Home & Garden,273.83,3,821.49,2024-12-02,2024-12
3670,292,Fitbit Charge 6,Sports,166.17,2,332.34,2024-11-28,2024-11
3671,339,iRobot Roomba,Home & Garden,288.16,2,576.32,2024-04-09,2024-04
3672,356,Hydro Flask Water Bottle,Sports,42.65,2,85.3,2024-04-09,2024-04
3673,492,iPhone 15 Pro,Electronics,994.9,1,994.9,2024-12-30,2024-12
3674,363,Instant Pot Duo,Home & Garden,104.43,2,208.86,2024-04-09,2024-04
3675,287,Yeti Cooler,Sports,356.64,2,713.28,2024-04-09,2024-04
3676,103,North Face Backpack,Apparel,99.09,4,396.36,2024-07-19,2024-07
3677,64,MacBook Air,Electronics,1311.17,1,1311.17,2024-04-09,2024-04
3678,164,Levi's 501 Jeans,Apparel,70.53,3,211.59,2024-12-10,2024-12
3679,280,Levi's 501 Jeans,Apparel,72.43,1,72.43,2024-09-09,2024-09
3680,449,Ninja Air Fryer,Home & Garden,115.11,2,230.22,2024-04-09,2024-04
3681,409,Apple Watch,Electronics,361.86,2,723.72,2024-09-19,2024-09
3682,309,Levi's 501 Jeans,Apparel,63.43,2,126.86,2024-04-10,2024-04
3683,107,Peloton Bike Mat,Sports,54.39,3,163.17,2024-04-10,2024-04
3684,353,AirPods Pro,Electronics,253.81,2,507.62,2024-11-14,2024-11
3685,156,Yeti Cooler,Sports,382.32,2,764.64,2024-04-30,2024-04
3686,118,Resistance Bands Set,Sports,30.36,1,30.36,2024-04-10,2024-04
3687,470,Nike Air Max Sneakers,Apparel,116.89,1,116.89,2024-04-10,2024-04
3688,253,Dyson V15 Vacuum,Home & Garden,703.72,2,1407.44,2024-04-10,2024-04
3689,73,Sony WH-1000XM5,Electronics,392.6,3,1177.8,2024-04-10,2024-04
3690,249,Dyson V15 Vacuum,Home & Garden,689.22,2,1378.44,2024-04-10,2024-04
3691,479,The Lean Startup,Books,15.98,3,47.94,2024-04-10,2024-04
3692,89,Philips Hue Starter Kit,Home & Garden,200.79,1,200.79,2024-04-10,2024-04
3693,264,MacBook Air,Electronics,1374.98,1,1374.98,2024-12-10,2024-12
3694,313,Hydro Flask Water Bottle,Sports,46.2,3,138.6,2024-04-10,2024-04
3695,471,Yeti Cooler,Sports,365.87,3,1097.61,2024-05-05,2024-05
3696,161,AirPods Pro,Electronics,264.99,1,264.99,2024-04-10,2024-04
3697,451,North Face Backpack,Apparel,95.38,4,381.52,2024-04-10,2024-04
3698,127,Atomic Habits,Books,17.25,1,17.25,2024-04-10,2024-04
3699,39,Ninja Air Fryer,Home & Garden,129.8,2,259.6,2024-07-16,2024-07
3700,496,AirPods Pro,Electronics,224.9,3,674.7,2024-04-11,2024-04
3701,257,"Thinking, Fast and Slow",Books,18.22,4,72.88,2024-08-08,2024-08
3702,367,Nike Air Max Sneakers,Apparel,141.15,2,282.3,2024-04-11,2024-04
3703,338,iPhone 15 Pro,Electronics,946.03,2,1892.06,2024-04-11,2024-04
3704,50,Fitbit Charge 6,Sports,150.84,4,603.36,2024-04-11,2024-04
3705,151,Hydro Flask Water Bottle,Sports,45.56,1,45.56,2024-09-14,2024-09
3706,66,iPad Air,Electronics,548.18,2,1096.36,2025-01-09,2025-01
3707,12,AirPods Pro,Electronics,226.37,3,679.11,2024-04-11,2024-04
3708,134,Adidas Running Shoes,Apparel,87.66,4,350.64,2024-04-11,2024-04
3709,271,iRobot Roomba,Home & Garden,306.91,1,306.91,2024-04-11,2024-04
3710,382,Nintendo Switch,Electronics,305.37,2,610.74,2024-04-11,2024-04
3711,431,iPhone 15 Pro,Electronics,1031.92,2,2063.84,2024-05-25,2024-05
3712,142,iRobot Roomba,Home & Garden,308.82,3,926.46,2024-04-11,2024-04
3713,110,Apple Watch,Electronics,383.47,1,383.47,2024-04-11,2024-04
3714,22,Levi's 501 Jeans,Apparel,74.12,1,74.12,2024-04-11,2024-04
3715,149,Patagonia Fleece Jacket,Apparel,145.19,3,435.57,2024-04-11,2024-04
3716,57,AirPods Pro,Electronics,240.84,2,481.68,2024-04-11,2024-04
3717,479,North Face Backpack,Apparel,95.11,1,95.11,2024-04-11,2024-04
3718,362,Resistance Bands Set,Sports,31.89,3,95.67,2024-04-11,2024-04
3719,341,Samsung Galaxy S24,Electronics,981.73,1,981.73,2024-12-18,2024-12
3720,430,Peloton Bike Mat,Sports,54.64,1,54.64,2024-04-11,2024-04
3721,251,Yoga Mat Premium,Sports,72.31,3,216.93,2024-04-11,2024-04
3722,401,The Psychology of Money,Books,18.21,3,54.63,2024-12-18,2024-12
3723,281,Hydro Flask Water Bottle,Sports,47.57,2,95.14,2024-04-12,2024-04
3724,252,Ray-Ban Sunglasses,Apparel,176.78,2,353.56,2024-04-12,2024-04
3725,432,Dyson V15 Vacuum,Home & Garden,644.42,1,644.42,2024-09-09,2024-09
3726,396,Ninja Air Fryer,Home & Garden,109.1,2,218.2,2024-04-12,2024-04
3727,310,iRobot Roomba,Home & Garden,316.93,1,316.93,2024-04-12,2024-04
3728,142,Ray-Ban Sunglasses,Apparel,162.49,3,487.47,2024-04-12,2024-04
3729,60,Samsung Galaxy S24,Electronics,870.52,1,870.52,2024-04-12,2024-04
3730,464,Fitbit Charge 6,Sports,163.62,4,654.48,2024-10-07,2024-10
3731,413,Apple Watch,Electronics,368.15,3,1104.45,2024-04-12,2024-04
3732,449,iPhone 15 Pro,Electronics,1091.28,3,3273.84,2024-04-12,2024-04
3733,329,Nike Air Max Sneakers,Apparel,133.58,1,133.58,2024-05-08,2024-05
3734,315,AirPods Pro,Electronics,267.74,2,535.48,2024-05-24,2024-05
3735,259,Philips Hue Starter Kit,Home & Garden,215.21,1,215.21,2024-04-12,2024-04
3736,386,Instant Pot Duo,Home & Garden,95.54,4,382.16,2024-04-12,2024-04
3737,362,iPhone 15 Pro,Electronics,1079.03,2,2158.06,2024-04-12,2024-04
3738,301,Samsung Galaxy S24,Electronics,841.95,1,841.95,2024-09-28,2024-09
3739,285,iPhone 15 Pro,Electronics,981.13,1,981.13,2024-04-27,2024-04
3740,423,The Psychology of Money,Books,16.23,1,16.23,2024-04-13,2024-04
3741,371,"Thinking, Fast and Slow",Books,18.3,2,36.6,2024-04-13,2024-04
3742,103,iRobot Roomba,Home & Garden,280.22,3,840.66,2024-07-25,2024-07
3743,180,Levi's 501 Jeans,Apparel,66.74,1,66.74,2024-09-26,2024-09
3744,339,Sony WH-1000XM5,Electronics,433.87,1,433.87,2024-04-13,2024-04
3745,231,Project Hail Mary,Books,15.05,4,60.2,2024-04-13,2024-04
3746,233,Peloton Bike Mat,Sports,59.04,2,118.08,2024-04-13,2024-04
3747,322,Hydro Flask Water Bottle,Sports,48.18,1,48.18,2024-09-05,2024-09
3748,383,iPhone 15 Pro,Electronics,906.83,1,906.83,2024-04-13,2024-04
3749,341,Project Hail Mary,Books,13.56,3,40.68,2024-11-27,2024-11
3750,157,"Thinking, Fast and Slow",Books,21.95,2,43.9,2025-01-14,2025-01
3751,150,AirPods Pro,Electronics,246.19,3,738.57,2024-04-13,2024-04
3752,253,Peloton Bike Mat,Sports,63.63,3,190.89,2024-04-13,2024-04
3753,50,The Psychology of Money,Books,19.63,3,58.89,2024-04-13,2024-04
3754,280,Ray-Ban Sunglasses,Apparel,179.78,2,359.56,2024-08-30,2024-08
3755,474,iPad Air,Electronics,591.02,2,1182.04,2024-04-13,2024-04
3756,153,MacBook Air,Electronics,1236.33,1,1236.33,2024-10-02,2024-10
3757,242,Fitbit Charge 6,Sports,174.25,4,697.0,2024-07-19,2024-07
3758,239,iPhone 15 Pro,Electronics,947.49,1,947.49,2024-04-13,2024-04
3759,390,Peloton Bike Mat,Sports,60.88,2,121.76,2024-04-13,2024-04
3760,394,Ray-Ban Sunglasses,Apparel,165.92,2,331.84,2024-11-03,2024-11
3761,330,Yoga Mat Premium,Sports,80.05,4,320.2,2024-04-13,2024-04
3762,329,Sony WH-1000XM5,Electronics,423.84,3,1271.52,2024-04-13,2024-04
3763,33,Apple Watch,Electronics,421.01,2,842.02,2024-04-13,2024-04
3764,399,KitchenAid Stand Mixer,Home & Garden,413.18,2,826.36,2024-08-05,2024-08
3765,224,Ninja Air Fryer,Home & Garden,124.73,3,374.19,2024-04-14,2024-04
3766,290,Sony WH-1000XM5,Electronics,426.25,1,426.25,2024-04-14,2024-04
3767,144,Nintendo Switch,Electronics,300.64,1,300.64,2024-07-01,2024-07
3768,464,Apple Watch,Electronics,366.54,2,733.08,2024-10-03,2024-10
3769,386,Nintendo Switch,Electronics,277.23,1,277.23,2024-04-14,2024-04
3770,407,Project Hail Mary,Books,15.57,3,46.71,2024-04-14,2024-04
3771,50,Yoga Mat Premium,Sports,73.72,3,221.16,2024-04-14,2024-04
3772,298,The Psychology of Money,Books,17.91,1,17.91,2024-04-14,2024-04
3773,127,Samsung Galaxy S24,Electronics,945.56,1,945.56,2024-04-14,2024-04
3774,365,Levi's 501 Jeans,Apparel,67.36,3,202.08,2024-10-23,2024-10
3775,241,iPhone 15 Pro,Electronics,1061.44,2,2122.88,2024-04-14,2024-04
3776,344,Apple Watch,Electronics,370.12,1,370.12,2024-04-14,2024-04
3777,437,Yeti Cooler,Sports,328.44,1,328.44,2024-04-14,2024-04
3778,410,Sony WH-1000XM5,Electronics,409.93,1,409.93,2024-04-14,2024-04
3779,297,Project Hail Mary,Books,13.58,1,13.58,2024-04-14,2024-04
3780,14,iPhone 15 Pro,Electronics,919.57,1,919.57,2024-04-14,2024-04
3781,325,Apple Watch,Electronics,421.67,2,843.34,2024-04-14,2024-04
3782,435,iPad Air,Electronics,656.24,2,1312.48,2024-04-14,2024-04
3783,136,iRobot Roomba,Home & Garden,294.45,2,588.9,2024-04-14,2024-04
3784,327,Project Hail Mary,Books,15.74,3,47.22,2024-04-14,2024-04
3785,408,Sony WH-1000XM5,Electronics,369.96,2,739.92,2024-07-23,2024-07
3786,62,Adidas Running Shoes,Apparel,97.25,3,291.75,2024-08-16,2024-08
3787,335,Ninja Air Fryer,Home & Garden,121.64,2,243.28,2024-07-05,2024-07
3788,369,Adidas Running Shoes,Apparel,92.59,3,277.77,2024-04-14,2024-04
3789,141,Fitbit Charge 6,Sports,153.1,4,612.4,2024-04-14,2024-04
3790,384,The Lean Startup,Books,16.38,1,16.38,2024-04-14,2024-04
3791,201,Hydro Flask Water Bottle,Sports,45.1,1,45.1,2024-04-26,2024-04
3792,272,Sony WH-1000XM5,Electronics,407.94,3,1223.82,2024-04-15,2024-04
3793,157,Apple Watch,Electronics,374.38,1,374.38,2024-12-22,2024-12
3794,175,Levi's 501 Jeans,Apparel,65.27,2,130.54,2024-04-15,2024-04
3795,260,Apple Watch,Electronics,412.54,3,1237.62,2024-08-27,2024-08
3796,167,iPad Air,Electronics,601.14,1,601.14,2024-09-12,2024-09
3797,462,Dyson V15 Vacuum,Home & Garden,590.02,1,590.02,2024-04-15,2024-04
3798,333,AirPods Pro,Electronics,258.27,3,774.81,2024-04-15,2024-04
3799,410,Fitbit Charge 6,Sports,154.57,3,463.71,2024-04-15,2024-04
3800,455,iPad Air,Electronics,623.41,2,1246.82,2024-11-19,2024-11
3801,253,Ray-Ban Sunglasses,Apparel,171.31,3,513.93,2024-04-15,2024-04
3802,287,Sony WH-1000XM5,Electronics,405.97,1,405.97,2024-04-15,2024-04
3803,155,Nintendo Switch,Electronics,272.26,2,544.52,2024-04-15,2024-04
3804,5,Ninja Air Fryer,Home & Garden,127.9,2,255.8,2024-04-15,2024-04
3805,198,North Face Backpack,Apparel,108.11,4,432.44,2024-12-17,2024-12
3806,183,Fitbit Charge 6,Sports,158.9,3,476.7,2024-05-22,2024-05
3807,117,Fitbit Charge 6,Sports,160.99,3,482.97,2024-11-27,2024-11
3808,432,Fitbit Charge 6,Sports,143.76,1,143.76,2024-09-23,2024-09
3809,72,iPhone 15 Pro,Electronics,1068.22,1,1068.22,2024-04-15,2024-04
3810,82,Sony WH-1000XM5,Electronics,437.13,3,1311.39,2024-11-23,2024-11
3811,103,iPhone 15 Pro,Electronics,1050.08,1,1050.08,2024-07-21,2024-07
3812,290,The Lean Startup,Books,18.21,1,18.21,2024-04-15,2024-04
3813,73,Philips Hue Starter Kit,Home & Garden,189.16,1,189.16,2024-04-15,2024-04
3814,223,Patagonia Fleece Jacket,Apparel,147.43,3,442.29,2024-12-19,2024-12
3815,468,AirPods Pro,Electronics,247.85,1,247.85,2025-01-16,2025-01
3816,63,Patagonia Fleece Jacket,Apparel,144.91,2,289.82,2024-04-15,2024-04
3817,189,Fitbit Charge 6,Sports,166.93,3,500.79,2024-07-13,2024-07
3818,390,Nintendo Switch,Electronics,309.4,3,928.2,2024-04-15,2024-04
3819,258,Instant Pot Duo,Home & Garden,107.87,2,215.74,2024-04-15,2024-04
3820,236,Ninja Air Fryer,Home & Garden,110.8,2,221.6,2024-04-15,2024-04
3821,216,Yoga Mat Premium,Sports,78.99,3,236.97,2024-04-15,2024-04
3822,289,Hydro Flask Water Bottle,Sports,42.56,3,127.68,2024-04-16,2024-04
3823,303,Resistance Bands Set,Sports,28.16,3,84.48,2024-04-16,2024-04
3824,420,Hydro Flask Water Bottle,Sports,47.31,2,94.62,2024-04-16,2024-04
3825,229,Hydro Flask Water Bottle,Sports,43.94,2,87.88,2024-09-10,2024-09
3826,341,Yeti Cooler,Sports,324.13,3,972.39,2024-12-24,2024-12
3827,54,Samsung Galaxy S24,Electronics,961.93,2,1923.86,2024-04-16,2024-04
3828,142,iPhone 15 Pro,Electronics,941.71,1,941.71,2024-04-16,2024-04
3829,199,Yeti Cooler,Sports,323.13,4,1292.52,2024-04-16,2024-04
3830,52,Adidas Running Shoes,Apparel,94.62,1,94.62,2024-04-16,2024-04
3831,385,The Lean Startup,Books,16.25,4,65.0,2024-07-26,2024-07
3832,170,AirPods Pro,Electronics,232.24,2,464.48,2024-07-29,2024-07
3833,119,MacBook Air,Electronics,1201.0,1,1201.0,2024-04-16,2024-04
3834,177,Project Hail Mary,Books,15.62,2,31.24,2024-04-16,2024-04
3835,270,Ninja Air Fryer,Home & Garden,108.0,3,324.0,2024-04-16,2024-04
3836,149,iRobot Roomba,Home & Garden,304.24,2,608.48,2024-04-16,2024-04
3837,397,Project Hail Mary,Books,16.43,2,32.86,2024-04-16,2024-04
3838,224,Project Hail Mary,Books,14.76,2,29.52,2024-04-16,2024-04
3839,397,iPad Air,Electronics,613.97,2,1227.94,2024-04-16,2024-04
3840,350,Apple Watch,Electronics,419.11,3,1257.33,2024-04-16,2024-04
3841,497,Apple Watch,Electronics,421.95,3,1265.85,2024-12-21,2024-12
3842,223,Philips Hue Starter Kit,Home & Garden,209.74,3,629.22,2024-12-21,2024-12
3843,97,Fitbit Charge 6,Sports,154.06,1,154.06,2024-04-17,2024-04
3844,6,Patagonia Fleece Jacket,Apparel,158.67,1,158.67,2024-04-17,2024-04
3845,38,Apple Watch,Electronics,409.22,2,818.44,2024-04-17,2024-04
3846,474,Peloton Bike Mat,Sports,57.65,4,230.6,2024-04-17,2024-04
3847,486,Project Hail Mary,Books,14.53,4,58.12,2024-04-17,2024-04
3848,39,Levi's 501 Jeans,Apparel,65.53,1,65.53,2024-08-04,2024-08
3849,179,Instant Pot Duo,Home & Garden,100.18,1,100.18,2024-04-29,2024-04
3850,282,Apple Watch,Electronics,412.19,3,1236.57,2024-04-17,2024-04
3851,494,MacBook Air,Electronics,1330.88,1,1330.88,2024-04-17,2024-04
3852,240,Fitbit Charge 6,Sports,150.34,1,150.34,2025-01-27,2025-01
3853,309,The Lean Startup,Books,18.32,2,36.64,2024-04-17,2024-04
3854,470,Resistance Bands Set,Sports,29.1,1,29.1,2024-04-17,2024-04
3855,446,Resistance Bands Set,Sports,30.07,2,60.14,2024-04-17,2024-04
3856,336,Ninja Air Fryer,Home & Garden,126.84,3,380.52,2024-09-20,2024-09
3857,13,Adidas Running Shoes,Apparel,92.85,1,92.85,2024-12-24,2024-12
3858,306,Ray-Ban Sunglasses,Apparel,167.29,3,501.87,2024-04-17,2024-04
3859,327,Ray-Ban Sunglasses,Apparel,192.3,1,192.3,2024-04-17,2024-04
3860,267,Resistance Bands Set,Sports,27.72,2,55.44,2024-06-21,2024-06
3861,127,The Lean Startup,Books,17.68,3,53.04,2024-04-17,2024-04
3862,208,iPhone 15 Pro,Electronics,945.97,1,945.97,2024-04-17,2024-04
3863,407,Fitbit Charge 6,Sports,171.94,4,687.76,2024-04-17,2024-04
3864,472,North Face Backpack,Apparel,97.92,3,293.76,2024-08-03,2024-08
3865,15,Apple Watch,Electronics,424.46,3,1273.38,2024-10-23,2024-10
3866,268,Yoga Mat Premium,Sports,84.75,3,254.25,2024-12-23,2024-12
3867,468,Nike Air Max Sneakers,Apparel,120.47,3,361.41,2025-01-05,2025-01
3868,142,Project Hail Mary,Books,16.3,1,16.3,2024-04-18,2024-04
3869,225,Philips Hue Starter Kit,Home & Garden,195.94,3,587.82,2024-04-18,2024-04
3870,176,Peloton Bike Mat,Sports,58.82,2,117.64,2024-04-18,2024-04
3871,342,Nike Air Max Sneakers,Apparel,141.67,3,425.01,2024-04-18,2024-04
3872,291,Nintendo Switch,Electronics,271.68,3,815.04,2024-10-12,2024-10
3873,413,North Face Backpack,Apparel,106.94,2,213.88,2024-04-18,2024-04
3874,208,Nintendo Switch,Electronics,292.62,2,585.24,2024-04-18,2024-04
3875,92,Adidas Running Shoes,Apparel,86.14,3,258.42,2024-04-18,2024-04
3876,454,Resistance Bands Set,Sports,26.88,3,80.64,2024-08-22,2024-08
3877,397,Project Hail Mary,Books,15.45,3,46.35,2024-04-18,2024-04
3878,385,The Psychology of Money,Books,18.66,3,55.98,2024-07-28,2024-07
3879,452,iPad Air,Electronics,597.44,2,1194.88,2024-04-18,2024-04
3880,134,Apple Watch,Electronics,382.71,1,382.71,2024-04-18,2024-04
3881,429,The Psychology of Money,Books,16.58,3,49.74,2024-04-19,2024-04
3882,378,North Face Backpack,Apparel,108.28,4,433.12,2024-06-24,2024-06
3883,282,Yeti Cooler,Sports,361.01,3,1083.03,2024-04-19,2024-04
3884,212,KitchenAid Stand Mixer,Home & Garden,478.99,3,1436.97,2024-04-19,2024-04
3885,271,North Face Backpack,Apparel,101.39,1,101.39,2024-04-19,2024-04
3886,31,iRobot Roomba,Home & Garden,325.15,4,1300.6,2024-04-19,2024-04
3887,320,Nintendo Switch,Electronics,274.58,2,549.16,2024-09-17,2024-09
3888,315,Ninja Air Fryer,Home & Garden,119.9,3,359.7,2024-05-19,2024-05
3889,112,MacBook Air,Electronics,1420.33,1,1420.33,2024-11-25,2024-11
3890,109,AirPods Pro,Electronics,260.98,2,521.96,2024-06-08,2024-06
3891,340,Ninja Air Fryer,Home & Garden,130.86,3,392.58,2024-04-19,2024-04
3892,491,The Lean Startup,Books,16.79,1,16.79,2024-04-19,2024-04
3893,138,iPhone 15 Pro,Electronics,906.95,3,2720.85,2024-04-19,2024-04
3894,295,Patagonia Fleece Jacket,Apparel,145.27,4,581.08,2024-04-19,2024-04
3895,189,Ninja Air Fryer,Home & Garden,130.56,3,391.68,2024-07-18,2024-07
3896,451,AirPods Pro,Electronics,226.6,1,226.6,2024-04-19,2024-04
3897,335,iPad Air,Electronics,653.25,2,1306.5,2024-07-09,2024-07
3898,390,AirPods Pro,Electronics,242.24,2,484.48,2024-04-19,2024-04
3899,496,The Lean Startup,Books,15.82,2,31.64,2024-04-19,2024-04
3900,3,Instant Pot Duo,Home & Garden,95.86,3,287.58,2024-04-19,2024-04
3901,395,AirPods Pro,Electronics,235.76,3,707.28,2024-04-19,2024-04
3902,155,Nike Air Max Sneakers,Apparel,126.12,1,126.12,2024-04-19,2024-04
3903,3,Instant Pot Duo,Home & Garden,103.43,1,103.43,2024-04-19,2024-04
3904,437,Nike Air Max Sneakers,Apparel,128.77,3,386.31,2024-04-19,2024-04
3905,109,Ninja Air Fryer,Home & Garden,123.71,1,123.71,2024-06-02,2024-06
3906,16,The Psychology of Money,Books,17.17,1,17.17,2024-04-19,2024-04
